pct_center,angle,muscle,mean_r,sd_r,n_subjects,se_r
50,Sagittal,SCML_IMF,0.007873259501474916,0.13682302747301872,55,0.018449213260822724
50,Sagittal,SCMR_IMF,0.03282106668019056,0.14747163296184024,56,0.01970672588611732
50,Sagittal,STL_IMF,0.02887850082419413,0.12957476014902056,56,0.017315155658965874
50,Sagittal,STR_IMF,0.00484209907648845,0.1280655131278578,54,0.017427508933941783
50,Sagittal,UTL_IMF,0.03225528613779664,0.116596836712508,53,0.01601580724546331
50,Sagittal,UTR_IMF,0.025826484701104623,0.14112043151109216,55,0.01902867510310634
60,Frontal,MTL_IMF,0.03180152880910198,0.08952966981933572,40,0.014155883739596826
60,Frontal,MTR_IMF,0.0073088819826786664,0.10475728161395584,41,0.01636033875487559
60,Frontal,SCML_IMF,-0.0032261391343767058,0.09904207806172394,44,0.014931155063083104
60,Frontal,SCMR_IMF,0.03947211877123675,0.09626000736158385,44,0.014511742124328287
60,Frontal,STL_IMF,-0.007399392884931784,0.10674044003191385,44,0.016091726797422247
60,Frontal,STR_IMF,0.007462217165172024,0.11499215169833733,42,0.017743674226402505
60,Frontal,UTL_IMF,-0.006770724552795413,0.11928107851573466,42,0.018405470002069168
60,Frontal,UTR_IMF,0.029322821650098294,0.1304500498760083,43,0.01989344610590824
60,Horizontal,MTL_IMF,-0.05019203185911854,0.10573047483472425,31,0.018989753866124975
60,Horizontal,MTR_IMF,0.026350447411677597,0.11366386234559334,32,0.02009312196010583
60,Horizontal,SCML_IMF,-0.0033663410904681825,0.08776035548007596,33,0.015277116967810405
60,Horizontal,SCMR_IMF,-0.014429372496123204,0.08832314977771814,34,0.015147295222208555
60,Horizontal,STL_IMF,0.020330728647885172,0.1088192105067826,33,0.018942993087970362
60,Horizontal,STR_IMF,-0.029799762232866553,0.1177295865912411,32,0.02081184725623885
60,Horizontal,UTL_IMF,-0.010127504992220246,0.11155269823280826,32,0.01971991734501883
60,Horizontal,UTR_IMF,-0.021420007105581965,0.11489610131376363,34,0.019704518813700812
60,Sagittal,MTL_IMF,0.021610360527427767,0.11082982405024287,51,0.015519279533388362
60,Sagittal,MTR_IMF,-0.017173376386019967,0.12003813437818757,51,0.0168087008893654
60,Sagittal,SCML_IMF,0.009085092404254935,0.15229048181760046,56,0.020350671651006694
60,Sagittal,SCMR_IMF,0.01685974974325528,0.1418547601016145,56,0.018956139677973258
60,Sagittal,STL_IMF,0.017787800790061037,0.12152249609614102,56,0.016239126613476196
60,Sagittal,STR_IMF,0.02550242320311798,0.1262321030807218,54,0.017178013428120937
60,Sagittal,UTL_IMF,0.005915171870673284,0.13688903423434964,53,0.018803154940821666
60,Sagittal,UTR_IMF,0.02232061008527172,0.13479941204015342,55,0.018176349011519467
70,Frontal,MTL_IMF,-0.014646329940841744,0.12382371053469295,41,0.019338014685208817
70,Frontal,MTR_IMF,0.0126618063330646,0.11273956842545753,42,0.01739609308132858
70,Frontal,SCML_IMF,-0.01563176101678181,0.13613429953704176,45,0.0202937031889429
70,Frontal,SCMR_IMF,0.03432952225373229,0.1255575589700965,45,0.01871701579640495
70,Frontal,STL_IMF,0.013162258300650561,0.12547089181850193,45,0.01870409622024617
70,Frontal,STR_IMF,-0.027922416494258247,0.13642192298516637,43,0.02080414821726257
70,Frontal,UTL_IMF,0.000921710624524549,0.10129834980738503,43,0.015447853522678297
70,Frontal,UTR_IMF,0.008247917288943106,0.142309902524194,44,0.021454025028400107
70,Horizontal,MTL_IMF,-0.04325234543316517,0.12162728448854324,34,0.020858907204510575
70,Horizontal,MTR_IMF,0.007947291341779001,0.11137803128948799,35,0.018826323405519325
70,Horizontal,SCML_IMF,-0.007257912894559904,0.12737965577105412,36,0.02122994262850902
70,Horizontal,SCMR_IMF,-0.017882546919845546,0.11197033980536689,37,0.018407810472239054
